DEVICE,X,Y,Z,TimeStamp
Invalid,NaN,NaN,NaN,4195696935
Invalid,NaN,NaN,NaN,4195700227
Invalid,NaN,NaN,NaN,4195704250
Invalid,NaN,NaN,NaN,4195710236
Invalid,NaN,NaN,NaN,4195719190
Invalid,NaN,NaN,NaN,4195730029
Invalid,NaN,NaN,NaN,4195738988
Invalid,NaN,NaN,NaN,4195747153
Invalid,NaN,NaN,NaN,4195753357
Invalid,NaN,NaN,NaN,4195759846
Invalid,NaN,NaN,NaN,4195769499
Invalid,NaN,NaN,NaN,4195776476
Invalid,NaN,NaN,NaN,4195785940
Invalid,NaN,NaN,NaN,4195793146
Invalid,NaN,NaN,NaN,4195802867
Invalid,NaN,NaN,NaN,4195809294
Invalid,NaN,NaN,NaN,4195820710
Invalid,NaN,NaN,NaN,4195828585
Invalid,NaN,NaN,NaN,4195835418
Invalid,NaN,NaN,NaN,4195844418
Invalid,NaN,NaN,NaN,4195852821
Invalid,NaN,NaN,NaN,4195859390
Invalid,NaN,NaN,NaN,4195869693
Invalid,NaN,NaN,NaN,4195877854
Invalid,NaN,NaN,NaN,4195885893
Invalid,NaN,NaN,NaN,4195894388
Invalid,NaN,NaN,NaN,4195902764
Invalid,NaN,NaN,NaN,4195909332
Invalid,NaN,NaN,NaN,4195919454
Invalid,NaN,NaN,NaN,4195926406
Invalid,NaN,NaN,NaN,4195934471
Invalid,NaN,NaN,NaN,4195944346
Invalid,NaN,NaN,NaN,4195952788
Invalid,NaN,NaN,NaN,4195960717
Invalid,NaN,NaN,NaN,4195969630
Invalid,NaN,NaN,NaN,4195977874
Invalid,NaN,NaN,NaN,4195985774
Invalid,NaN,NaN,NaN,4195994471
Invalid,NaN,NaN,NaN,4196002873
Invalid,NaN,NaN,NaN,4196009266
Invalid,NaN,NaN,NaN,4196019369
Invalid,NaN,NaN,NaN,4196026429
Invalid,NaN,NaN,NaN,4196037392
Invalid,NaN,NaN,NaN,4196045632
Invalid,NaN,NaN,NaN,4196052465
Invalid,NaN,NaN,NaN,4196059057
Invalid,NaN,NaN,NaN,4196070665
Invalid,NaN,NaN,NaN,4196077972
Invalid,NaN,NaN,NaN,4196085958
Invalid,NaN,NaN,NaN,4196095659
Invalid,NaN,NaN,NaN,4196102898
Invalid,NaN,NaN,NaN,4196110925
Invalid,NaN,NaN,NaN,4196119429
Invalid,NaN,NaN,NaN,4196126389
Invalid,NaN,NaN,NaN,4196135832
Invalid,NaN,NaN,NaN,4196144278
Invalid,NaN,NaN,NaN,4196151396
Invalid,NaN,NaN,NaN,4196160860
Invalid,NaN,NaN,NaN,4196169244
Invalid,NaN,NaN,NaN,4196177732
Invalid,NaN,NaN,NaN,4196184166
Invalid,NaN,NaN,NaN,4196194345
Invalid,NaN,NaN,NaN,4196201322
Invalid,NaN,NaN,NaN,4196210887
Invalid,NaN,NaN,NaN,4196219338
Invalid,NaN,NaN,NaN,4196230588
Invalid,NaN,NaN,NaN,4196239322
Invalid,NaN,NaN,NaN,4196246052
Invalid,NaN,NaN,NaN,4196257089
Invalid,NaN,NaN,NaN,4196262683
Invalid,NaN,NaN,NaN,4196269610
Invalid,NaN,NaN,NaN,4196280663
Invalid,NaN,NaN,NaN,4196286215
Invalid,NaN,NaN,NaN,4196294525
Invalid,NaN,NaN,NaN,4196305573
Invalid,NaN,NaN,NaN,4196312763
Invalid,NaN,NaN,NaN,4196321154
Invalid,NaN,NaN,NaN,4196328081
Invalid,NaN,NaN,NaN,4196336319
Invalid,NaN,NaN,NaN,4196345887
Invalid,NaN,NaN,NaN,4196354569
Invalid,NaN,NaN,NaN,4196361021
Invalid,NaN,NaN,NaN,4196370926
Invalid,NaN,NaN,NaN,4196379638
Invalid,NaN,NaN,NaN,4196385893
Invalid,NaN,NaN,NaN,4196394573
Invalid,NaN,NaN,NaN,4196402941
Invalid,NaN,NaN,NaN,4196409321
Invalid,NaN,NaN,NaN,4196419681
Invalid,NaN,NaN,NaN,4196427972
Invalid,NaN,NaN,NaN,4196434412
Invalid,NaN,NaN,NaN,4196443063
Invalid,NaN,NaN,NaN,4196455592
Invalid,NaN,NaN,NaN,4196461049
Invalid,NaN,NaN,NaN,4196469463
Invalid,NaN,NaN,NaN,4196477969
Invalid,NaN,NaN,NaN,4196485891
Invalid,NaN,NaN,NaN,4196495929
Invalid,NaN,NaN,NaN,4196503012
Invalid,NaN,NaN,NaN,4196511077
Invalid,NaN,NaN,NaN,4196518120
Invalid,NaN,NaN,NaN,4196526585
Invalid,NaN,NaN,NaN,4196534979
Invalid,NaN,NaN,NaN,4196548532
Invalid,NaN,NaN,NaN,4196556377
Invalid,NaN,NaN,NaN,4196563737
Invalid,NaN,NaN,NaN,4196571175
Invalid,NaN,NaN,NaN,4196583782
